year,genre,avgRating,movieCount,rollingRating
1926,war,7.6,2,7.2
1927,action,7.6,1,7.5
1927,adventure,6.35,2,7.069
1927,biography,7.8,2,7.0
1927,crime,7.4,2,7.19
1927,family,7.5,2,7.24
1927,fantasy,7.1,1,6.987142857142857
1927,film-noir,7.5,1,7.5
1927,history,7.8,2,7.13
1927,horror,7.166666666666667,3,7.1033333333333335
1927,mystery,7.199999999999999,2,6.9399999999999995
1927,romance,7.11875,16,7.165022727272728
1927,scifi,8.3,1,7.213333333333333
1927,sports,6.566666666666666,3,6.866666666666667
1927,thriller,6.9,5,7.466666666666667
1927,war,7.8999999999999995,2,7.459999999999999
1928,action,7.699999999999999,2,7.419999999999999
1928,adventure,7.5,1,7.109
1928,biography,8.2,1,7.24
1928,crime,6.975,4,7.295
1928,family,7.875,4,7.355000000000001
1928,fantasy,7.3,1,7.097142857142858
1928,film-noir,7.1,2,7.3
1928,history,8.1,2,7.43
1928,horror,7.5,2,7.213333333333333
1928,mystery,7.45,2,7.090000000000001
1928,romance,7.41875,16,7.238772727272727
1928,sports,6.4,1,6.773333333333333
1928,thriller,7.6,2,7.3966666666666665
1928,war,7.5,2,7.62
1929,action,7.3,1,7.3
1929,adventure,7.1,4,7.0409999999999995
1929,biography,6.1,1,7.1
1929,crime,7.183333333333334,6,7.171666666666667
1929,history,6.55,2,7.38
1929,mystery,6.3,1,6.95
1929,romance,6.78125,16,7.131022727272727
1929,scifi,7.3,1,7.193333333333333
1929,thriller,6.6,2,7.1899999999999995
1929,war,6.65,2,7.51
1930,action,7.1,1,7.4
1930,adventure,6.9,2,7.045
1930,animation,6.7,1,7.25
1930,biography,5.6,1,6.9
1930,crime,6.528571428571429,7,7.077380952380953
1930,family,7.050000000000001,2,7.284999999999999
1930,horror,6.3,1,7.113333333333332
1930,mystery,6.233333333333333,3,6.956666666666666
1930,romance,6.7823529411764705,17,7.040220588235295
1930,thriller,6.566666666666666,3,7.013333333333333
1930,war,7.1,5,7.35
1931,action,6.7,2,7.279999999999999
1931,adventure,6.800000000000001,2,6.93
1931,crime,7.010526315789473,19,7.019486215538848
1931,family,7.35,2,7.515000000000001
1931,fantasy,7.2,2,7.1
1931,film-noir,6.9,2,7.166666666666667
1931,horror,7.32,5,7.207333333333334
1931,mystery,7.1000000000000005,6,6.8566666666666665
1931,romance,6.827777777777778,36,6.985776143790849
1931,scifi,7.699999999999999,2,7.3533333333333335
1931,sports,7.3,1,6.953333333333333
1931,thriller,7.325,4,6.998333333333333
1931,war,7.2,1,7.2700000000000005
1932,action,6.840000000000001,5,7.128
1932,adventure,6.685714285714285,7,6.997142857142856
1932,biography,6.5,1,6.840000000000001
1932,crime,6.86,15,6.911486215538848
1932,family,7.3,2,7.415000000000001
1932,fantasy,6.94,5,7.298
1932,film-noir,7.3500000000000005,6,7.2125
1932,history,6.65,2,7.2700000000000005
1932,horror,6.561538461538461,13,6.969641025641026
1932,mystery,6.318181818181818,11,6.68030303030303
1932,romance,6.8694444444444445,36,6.935915032679739
1932,scifi,6.550000000000001,4,7.323333333333333
1932,sports,6.866666666666667,3,6.826666666666666
1932,thriller,6.685714285714285,7,6.95547619047619
1932,war,7.050000000000001,4,7.1
1933,action,6.3999999999999995,3,6.868
1933,adventure,6.720000000000001,5,6.841142857142858
1933,biography,6.7,2,6.62
1933,crime,6.816666666666666,12,6.87981954887218
1933,family,6.65,4,7.245
1933,fantasy,6.35,2,6.978
1933,history,6.3,1,7.08
1933,horror,6.557142857142857,7,6.847736263736263
1933,mystery,6.572727272727272,11,6.504848484848485
1933,romance,6.725,36,6.797165032679739
1933,scifi,6.7,4,7.31
1933,thriller,6.5200000000000005,5,6.739476190476191
1933,war,6.75,6,6.95
1934,action,6.1000000000000005,7,6.628
1934,adventure,6.722222222222222,9,6.765587301587301
1934,biography,6.659999999999999,5,6.311999999999999
1934,crime,6.69,10,6.781152882205514
1934,family,7.06,5,7.081999999999999
1934,fantasy,6.966666666666666,3,6.9513333333333325
1934,film-noir,5.5,1,6.87
1934,history,6.883333333333333,6,6.8966666666666665
1934,horror,5.300000000000001,2,6.407736263736264
1934,mystery,6.609999999999999,10,6.566848484848485
1934,romance,6.651282051282051,39,6.771171442936149
1934,scifi,3.7,1,6.39
1934,thriller,6.9,5,6.79947619047619
1934,war,6.7,7,6.959999999999999
1935,action,7.300000000000001,2,6.668000000000001
1935,adventure,6.94,10,6.773587301587303
1935,biography,7.1,2,6.5120000000000005
1935,crime,7.028571428571429,14,6.881152882205514
1935,family,6.866666666666667,6,7.045333333333334
1935,fantasy,6.6000000000000005,6,6.811333333333333
1935,film-noir,6.85,2,6.74
1935,history,7.45,6,6.7666666666666675
1935,horror,6.857142857142857,7,6.519164835164835
1935,mystery,6.864285714285714,14,6.693038961038961
1935,romance,6.939534883720929,43,6.802607831445042
1935,scifi,7.133333333333333,3,6.3566666666666665
1935,thriller,6.983333333333333,6,6.882809523809525
1935,war,6.525,4,6.845000000000001
1936,action,6.75,4,6.678
1936,adventure,6.381818181818182,11,6.689950937950938
1936,biography,6.975,4,6.787000000000001
1936,crime,6.614285714285714,14,6.801904761904763
1936,family,6.890000000000001,10,6.953333333333333
1936,fantasy,6.433333333333334,3,6.6579999999999995
1936,film-noir,7.066666666666666,3,6.7333333333333325
1936,history,6.68,5,6.792666666666666
1936,horror,6.028571428571429,7,6.260879120879121
1936,mystery,6.7153846153846155,13,6.616115884115883
1936,romance,6.902500000000001,40,6.8175522758894855
1936,scifi,6.757142857142857,7,6.168095238095238
1936,sports,6.5,1,6.726666666666667
1936,thriller,7.0,7,6.817809523809524
1936,war,6.7,5,6.745
1937,action,6.75,2,6.659999999999999
1937,adventure,7.085714285714286,14,6.769950937950938
1937,animation,7.65,2,7.383333333333333
1937,biography,6.75,2,6.837000000000001
1937,crime,6.8875,16,6.8074047619047615
1937,family,7.333333333333333,9,6.960000000000001
1937,fantasy,7.366666666666667,6,6.743333333333334
1937,film-noir,7.057142857142857,7,6.7647619047619045
1937,history,6.68,5,6.798666666666667
1937,mystery,6.990909090909091,11,6.750661338661338
1937,romance,7.005128205128205,39,6.844689028026236
1937,sports,7.35,2,6.883333333333333
1937,thriller,6.74,10,6.828666666666668
1937,war,6.775,4,6.69
1938,action,7.366666666666667,3,6.8533333333333335
1938,adventure,6.640000000000001,5,6.753950937950938
1938,biography,6.82,5,6.861
1938,crime,7.011111111111111,9,6.84629365079365
1938,family,6.685714285714285,7,6.967142857142856
1938,fantasy,7.0,2,6.873333333333333
1938,film-noir,7.4,2,6.774761904761904
1938,history,7.266666666666667,3,6.992
1938,mystery,6.75,6,6.786115884115884
1938,romance,6.961290322580646,31,6.891947092542367
1938,sports,6.6,1,6.923333333333334
1938,thriller,7.35,4,6.9946666666666655
1938,war,7.375,4,6.815
1939,action,6.514285714285714,7,6.936190476190477
1939,adventure,7.088235294117647,17,6.827153552330023
1939,animation,6.6,1,7.1875
1939,biography,7.05,6,6.939
1939,crime,6.905263157894736,19,6.889346282372598
1939,family,6.7700000000000005,10,6.909142857142856
1939,fantasy,7.466666666666666,3,6.973333333333334
1939,film-noir,7.0,5,7.074761904761904
1939,history,6.781818181818181,11,6.9716969696969695
1939,horror,6.1625,8,6.181071428571428
1939,mystery,6.825,12,6.829115884115884
1939,romance,7.0864864864864865,37,6.978987979583254
1939,scifi,6.075,4,6.073095238095238
1939,sports,6.85,2,6.833333333333333
1939,thriller,6.907692307692307,13,6.996205128205128
1939,war,6.93076923076923,13,6.8611538461538455
1940,action,7.042857142857143,7,6.884761904761905
1940,adventure,6.75625,16,6.790403552330024
1940,animation,7.6,2,7.2700000000000005
1940,biography,6.775,8,6.874
1940,crime,6.5625,16,6.796131996658312
1940,family,7.055555555555555,9,6.946920634920635
1940,fantasy,6.714285714285714,7,6.996190476190476
1940,film-noir,7.1499999999999995,6,7.134761904761905
1940,history,6.8,6,6.8416969696969705
1940,horror,6.055555555555555,9,6.080753968253968
1940,mystery,6.7875,16,6.813758741258741
1940,romance,6.914893617021277,47,6.974059726243323
1940,scifi,6.1375,8,5.960595238095238
1940,sports,6.766666666666667,3,6.813333333333333
1940,thriller,6.8090909090909095,11,6.961356643356643
1940,war,7.040000000000001,10,6.964153846153846
1941,action,6.971428571428571,7,6.929047619047618
1941,adventure,6.8,14,6.874039915966387
1941,animation,6.966666666666666,3,7.1033333333333335
1941,biography,6.82,5,6.843000000000001
1941,crime,6.780952380952381,21,6.829465329991645
1941,family,7.0,7,6.968920634920634
1941,fantasy,7.233333333333333,6,7.156190476190476
1941,film-noir,7.0307692307692315,13,7.127582417582419
1941,history,6.88,5,6.88169696969697
1941,horror,6.236363636363635,11,6.268026695526695
1941,mystery,6.895652173913043,23,6.849812252964428
1941,romance,6.914545454545455,55,6.976468817152414
1941,scifi,6.574999999999999,4,6.535595238095238
1941,sports,6.8,1,6.873333333333333
1941,thriller,6.8625,16,6.933856643356643
1941,war,6.884615384615385,13,7.001076923076923
1942,action,6.583333333333333,12,6.895714285714286
1942,adventure,6.6,15,6.776897058823529
1942,animation,7.3,1,7.223333333333334
1942,biography,7.3999999999999995,3,6.973000000000001
1942,crime,6.629411764705883,17,6.777847682932821
1942,family,7.24,5,6.9502539682539695
1942,fantasy,6.775,4,7.037857142857144
1942,film-noir,6.811111111111111,9,7.078376068376069
1942,horror,5.6125,8,6.019098124098123
1942,mystery,6.533333333333333,15,6.758297101449275
1942,romance,6.957894736842104,38,6.967022123495194
1942,scifi,5.025,4,6.113928571428572
1942,sports,7.433333333333333,3,6.890000000000001
1942,thriller,6.565,20,6.898856643356643
1942,war,6.87,20,7.020076923076923
1943,action,6.6125,8,6.744880952380951
1943,adventure,6.7124999999999995,8,6.791397058823529
1943,biography,7.4,2,7.089
1943,crime,7.1,5,6.795625460710601
1943,family,6.675,4,6.9481111111111105
1943,fantasy,6.925,8,7.022857142857143
1943,film-noir,6.866666666666667,6,6.9717094017094015
1943,history,6.825,8,6.91069696969697
1943,horror,6.1909090909090905,11,6.051565656565655
1943,mystery,6.815384615384615,13,6.771374024526199
1943,romance,6.8,32,6.934764058979065
1943,scifi,5.4,2,5.842499999999999
1943,thriller,6.858823529411764,17,6.800621349238996
1943,war,6.771875,32,6.8994519230769225
1944,action,6.271428571428571,7,6.696309523809523
1944,adventure,6.516666666666667,12,6.677083333333333
1944,animation,6.3,1,6.953333333333333
1944,biography,6.983333333333333,6,7.075666666666666
1944,crime,6.681818181818182,22,6.750936465495289
1944,family,6.866666666666667,6,6.967444444444444
1944,fantasy,6.3999999999999995,12,6.80952380952381
1944,film-noir,7.18125,16,7.007959401709402
1944,history,6.966666666666666,6,6.850696969696969
1944,horror,5.9,13,5.999065656565657
1944,mystery,6.875862068965517,29,6.781546438319301
1944,romance,6.680555555555555,36,6.8535778727928784
1944,scifi,5.633333333333333,6,5.754166666666666
1944,sports,7.3,1,7.029999999999999
1944,thriller,6.93,20,6.805082887700534
1944,war,7.008333333333333,24,6.914964743589744
1945,action,6.375,4,6.562738095238094
1945,adventure,6.5181818181818185,11,6.629469696969696
1945,biography,6.728571428571429,7,7.066380952380953
1945,crime,6.852631578947368,19,6.808962781284762
1945,family,7.15,4,6.986333333333333
1945,fantasy,6.75,8,6.8166666666666655
1945,film-noir,6.923809523809524,21,6.962721306471306
1945,history,6.3999999999999995,3,6.774333333333334
1945,horror,6.733333333333333,6,6.134621212121212
1945,mystery,6.707407407407407,27,6.765527919800784
1945,romance,6.9263157894736835,38,6.85586230728336
1945,scifi,5.7,1,5.666666666666666
1945,thriller,6.895652173913043,23,6.822395140664962
1945,war,6.8999999999999995,12,6.886964743589743
1946,action,6.3,3,6.428452380952382
1946,adventure,6.62,10,6.593469696969697
1946,animation,6.6,2,6.953333333333333
1946,biography,6.76,5,7.054380952380953
1946,crime,6.711428571428572,35,6.795058019380001
1946,family,6.95,8,6.976333333333334
1946,fantasy,7.571428571428571,7,6.884285714285714
1946,film-noir,6.90625,32,6.937817460317461
1946,history,7.0,1,6.814333333333333
1946,horror,6.05,6,6.097348484848484
1946,mystery,6.860714285714286,28,6.758540342161032
1946,romance,7.093181818181819,44,6.891589580010633
1946,sports,6.5,1,6.959999999999999
1946,thriller,6.726470588235294,34,6.7951892583120195
1946,war,7.1692307692307695,13,6.9438878205128205
1947,action,6.32,5,6.375785714285714
1947,adventure,6.6692307692307695,13,6.607315850815851
1947,animation,6.9,2,6.813333333333333
1947,crime,6.954761904761905,42,6.860128047391205
1947,family,6.9,8,6.908333333333334
1947,fantasy,6.966666666666667,9,6.922619047619048
1947,film-noir,7.023809523809524,42,6.980357142857143
1947,history,6.55,2,6.748333333333332
1947,mystery,6.8,23,6.811873675494366
1947,romance,6.8478260869565215,46,6.869575850033516
1947,sports,7.199999999999999,2,7.046666666666667
1947,thriller,7.050000000000001,26,6.892189258312021
1947,war,6.6,1,6.88988782051282
1948,action,6.925,8,6.438285714285714
1948,adventure,6.8,10,6.6248158508158514
1948,animation,6.5,2,6.720000000000001
1948,biography,6.25,4,6.824380952380953
1948,crime,7.095833333333334,24,6.859294714057872
1948,family,6.7875,8,6.930833333333334
1948,fantasy,6.928571428571429,7,6.923333333333334
1948,film-noir,6.989999999999999,30,7.00502380952381
1948,history,7.2,2,6.823333333333333
1948,horror,6.566666666666666,3,6.288181818181817
1948,mystery,7.114285714285714,14,6.871653895274585
1948,romance,6.837777777777777,45,6.877131405589071
1948,scifi,7.05,2,5.761666666666667
1948,sports,5.2,1,6.726666666666667
1948,thriller,7.096,25,6.939624552429668
1948,war,7.166666666666667,6,6.968846153846154
1949,action,6.8999999999999995,7,6.564
1949,adventure,6.577777777777778,9,6.637038073038073
1949,animation,6.75,2,6.610000000000001
1949,biography,7.1,1,6.764380952380952
1949,crime,6.9105263157894745,38,6.9050363408521305
1949,family,6.909090909090909,11,6.939318181818182
1949,fantasy,7.0,6,7.043333333333334
1949,film-noir,6.99,40,6.96677380952381
1949,history,7.033333333333334,3,6.836666666666668
1949,horror,6.966666666666666,3,6.443333333333333
1949,mystery,6.928571428571429,14,6.882195767195766
1949,romance,6.914285714285714,42,6.923877437335103
1949,scifi,6.6000000000000005,3,6.076666666666666
1949,sports,7.05,6,6.65
1949,thriller,7.008333333333333,24,6.955291219096334
1949,war,7.045454545454546,11,6.9762703962703965
1950,action,6.8,7,6.648999999999999
1950,adventure,6.618181818181818,11,6.657038073038073
1950,animation,7.3,1,6.81
1950,biography,6.94,5,6.755714285714285
1950,crime,7.034146341463414,41,6.941339293355339
1950,family,6.6000000000000005,8,6.8293181818181825
1950,fantasy,7.38,5,7.1693333333333324
1950,film-noir,7.0125,40,6.984511904761905
1950,history,6.85,4,6.926666666666667
1950,mystery,6.953333333333333,15,6.931380952380953
1950,romance,6.969767441860465,43,6.9325677678124595
1950,scifi,5.6,2,6.116666666666666
1950,sports,7.1,2,6.609999999999999
1950,thriller,6.990625,32,6.974285784313726
1950,war,6.4125000000000005,8,6.878770396270395
1951,action,6.199999999999999,13,6.629
1951,adventure,6.205882352941177,17,6.574214543626309
1951,animation,7.3,1,6.95
1951,biography,6.866666666666667,6,6.783333333333333
1951,crime,6.778571428571429,28,6.954767864783911
1951,family,6.472727272727273,11,6.733863636363637
1951,fantasy,6.6125,8,6.97754761904762
1951,film-noir,6.983333333333333,24,6.999928571428572
1951,history,6.4,2,6.806666666666667
1951,horror,5.96,5,6.455333333333333
1951,mystery,6.825,4,6.9242380952380955
1951,romance,6.792857142857143,42,6.872502832747524
1951,scifi,5.945454545454544,11,6.179090909090909
1951,sports,5.7,5,6.45
1951,thriller,6.886363636363637,22,7.006264393939395
1951,war,6.8,16,6.804924242424242
1952,action,6.733333333333333,9,6.711666666666666
1952,adventure,6.62,20,6.564368389780155
1952,biography,6.8125,8,6.793833333333334
1952,crime,6.919047619047619,21,6.947625007641055
1952,family,6.328571428571428,7,6.619577922077921
1952,fantasy,6.825,4,6.949214285714286
1952,film-noir,6.975,20,6.990166666666665
1952,history,6.557142857142857,7,6.808095238095238
1952,horror,5.666666666666667,3,6.241999999999999
1952,mystery,6.8875,8,6.941738095238096
1952,romance,6.85813953488372,43,6.874565522332963
1952,scifi,4.7,5,5.979090909090909
1952,sports,6.933333333333334,3,6.3966666666666665
1952,thriller,6.983333333333333,18,6.992931060606059
1952,war,6.51,10,6.786924242424243
1953,action,6.55,8,6.636666666666666
1953,adventure,6.2823529411764705,17,6.460838978015448
1953,animation,6.75,2,6.92
1953,biography,6.6000000000000005,3,6.863833333333334
1953,crime,6.8950000000000005,20,6.907458340974388
1953,family,6.357142857142857,7,6.5335064935064935
1953,fantasy,6.571428571428571,7,6.877785714285714
1953,film-noir,6.929411764705883,17,6.978049019607843
1953,history,6.622222222222223,9,6.6925396825396835
1953,horror,5.5249999999999995,12,6.136999999999999
1953,mystery,6.609999999999999,10,6.840880952380952
1953,romance,6.716666666666666,48,6.850343300110741
1953,scifi,5.214285714285714,14,5.611948051948052
1953,sports,6.6,2,6.676666666666667
1953,thriller,6.92608695652174,23,6.958948451910409
1953,war,6.753846153846154,13,6.70436013986014
1954,action,6.672727272727273,11,6.591212121212121
1954,adventure,6.5249999999999995,24,6.450283422459893
1954,animation,7.2,1,7.06
1954,biography,6.7,5,6.783833333333334
1954,crime,6.722727272727273,22,6.869898532361947
1954,family,6.866666666666667,3,6.525021645021646
1954,fantasy,6.65,4,6.807785714285714
1954,film-noir,6.457142857142857,14,6.871477591036415
1954,history,6.8125,8,6.648373015873015
1954,horror,5.65,10,5.953666666666667
1954,mystery,6.363636363636363,11,6.727893939393939
1954,romance,6.751063829787234,47,6.817698923211045
1954,scifi,5.699999999999999,9,5.431948051948051
1954,thriller,6.6380952380952385,21,6.88490083286279
1954,war,6.683333333333334,6,6.6319358974358975
1955,action,6.409999999999999,10,6.513212121212121
1955,adventure,6.2375,16,6.374147058823529
1955,animation,7.3,1,7.17
1955,biography,6.95,14,6.785833333333334
1955,crime,6.968421052631579,38,6.856753474595581
1955,family,7.0,10,6.605021645021646
1955,fantasy,6.65,8,6.661785714285715
1955,film-noir,6.852173913043478,23,6.839412373645109
1955,history,6.866666666666666,15,6.651706349206348
1955,horror,5.680000000000001,15,5.6963333333333335
1955,mystery,6.95,12,6.727227272727272
1955,romance,6.8545454545454545,55,6.794654525748044
1955,scifi,5.386666666666667,15,5.389281385281385
1955,sports,6.800000000000001,2,6.626666666666667
1955,thriller,6.932,25,6.87317583286279
1955,war,6.953333333333333,15,6.740102564102564
1956,action,6.688888888888888,9,6.610989898989898
1956,adventure,6.375,24,6.407970588235294
1956,animation,7.5,1,7.209999999999999
1956,biography,6.6,10,6.7325
1956,crime,6.4222222222222225,27,6.785483633325738
1956,family,7.133333333333333,6,6.737142857142857
1956,fantasy,5.942857142857143,7,6.527857142857144
1956,film-noir,6.641176470588236,17,6.770981001096091
1956,history,6.300000000000001,9,6.6317063492063495
1956,horror,5.753333333333333,15,5.655
1956,mystery,6.485714285714286,7,6.659370129870129
1956,romance,6.626666666666666,45,6.761416430509948
1956,scifi,5.641176470588236,17,5.328425770308123
1956,sports,7.5,2,6.706666666666666
1956,thriller,6.545833333333333,24,6.805069772256729
1956,war,6.747619047619047,21,6.729626373626374
1957,action,6.373684210526315,19,6.5390600744284955
1957,adventure,6.485714285714286,28,6.381113445378151
1957,animation,7.5,1,7.25
1957,biography,6.8,10,6.7299999999999995
1957,crime,6.81764705882353,17,6.765203521280921
1957,family,6.609999999999999,10,6.793428571428571
1957,fantasy,5.791666666666667,12,6.321190476190476
1957,film-noir,6.975,8,6.770981001096091
1957,history,6.971428571428571,7,6.714563492063492
1957,horror,5.236666666666666,30,5.569
1957,mystery,7.283333333333334,6,6.738536796536796
1957,romance,6.808108108108108,37,6.751410145154826
1957,scifi,5.241379310344827,29,5.436701632377089
1957,sports,6.9,1,6.946666666666667
1957,thriller,6.510714285714286,28,6.71054596273292
1957,war,6.869230769230769,26,6.8014725274725265
1958,action,6.8538461538461535,13,6.5998293051977255
1958,adventure,5.816666666666666,18,6.28797619047619
1958,animation,7.5,1,7.4
1958,biography,7.2,6,6.85
1958,crime,6.776,25,6.741403521280921
1958,family,6.32,5,6.786
1958,fantasy,6.477777777777778,9,6.3024603174603175
1958,film-noir,7.05,8,6.795098648154914
1958,history,6.811111111111111,9,6.75234126984127
1958,horror,5.38,35,5.540000000000001
1958,mystery,6.425,8,6.701536796536797
1958,romance,6.7566037735849065,53,6.759397566538473
1958,scifi,5.03125,32,5.400094489519946
1958,sports,7.0,1,6.960000000000001
1958,thriller,6.368181818181818,22,6.598964935064936
1958,war,6.8875,24,6.828203296703296
1959,action,5.928571428571429,14,6.450998136366557
1959,adventure,6.199999999999999,26,6.22297619047619
1959,animation,7.2,1,7.4
1959,biography,6.585714285714286,7,6.827142857142857
1959,crime,6.82,25,6.760858066735468
1959,family,6.292307692307692,13,6.6711282051282055
1959,fantasy,5.93,10,6.158460317460317
1959,history,6.908333333333334,12,6.771507936507936
1959,horror,5.278125,32,5.465625
1959,mystery,6.9941176470588236,17,6.827633053221288
1959,romance,6.860975609756098,41,6.781379922532247
1959,scifi,4.996,25,5.259294489519946
1959,thriller,6.293103448275862,29,6.529966577101059
1959,war,7.1875,24,6.92903663003663
1960,action,6.959999999999999,5,6.560998136366557
1960,adventure,6.473333333333333,15,6.270142857142857
1960,biography,7.166666666666667,9,6.870476190476191
1960,crime,6.7375,32,6.714673856209151
1960,family,6.614285714285715,7,6.593985347985348
1960,fantasy,6.155555555555555,9,6.059571428571429
1960,history,7.040000000000001,10,6.806174603174602
1960,horror,6.188,25,5.567225
1960,mystery,7.0,13,6.837633053221287
1960,romance,6.657500000000001,40,6.741970831623155
1960,scifi,5.246153846153846,13,5.231191925417382
1960,sports,7.05,2,7.05
1960,thriller,6.753846153846154,26,6.494335807870291
1960,war,7.241666666666667,12,6.986703296703297
1961,action,5.9399999999999995,10,6.411220358588778
1961,adventure,5.984210526315789,19,6.191984962406014
1961,animation,7.699999999999999,2,7.4799999999999995
1961,biography,6.85,4,6.920476190476191
1961,crime,7.214285714285714,14,6.873086554621848
1961,family,6.818181818181818,11,6.5309550449550455
1961,fantasy,6.166666666666667,12,6.104333333333334
1961,history,6.685714285714285,7,6.883317460317461
1961,horror,5.542857142857143,21,5.525129761904762
1961,mystery,6.8307692307692305,13,6.906644042232277
1961,romance,6.935135135135136,37,6.80366452531685
1961,scifi,4.971428571428571,14,5.097242345585449
1961,sports,7.533333333333334,3,7.196666666666667
1961,thriller,6.534999999999999,20,6.4921691412036235
1961,war,7.577777777777778,9,7.152735042735043
1962,action,6.76,15,6.488483516483517
1962,adventure,6.42962962962963,27,6.180768031189084
1962,animation,6.933333333333334,3,7.366666666666665
1962,biography,7.2625,8,7.0129761904761905
1962,crime,7.223076923076923,13,6.954172527472528
1962,family,6.522222222222222,9,6.5133994893994895
1962,fantasy,6.128571428571428,14,6.171714285714286
1962,history,6.866666666666667,12,6.8623650793650794
1962,horror,5.905882352941177,17,5.658972899159664
1962,mystery,6.966666666666666,12,6.843310708898943
1962,romance,6.841176470588235,34,6.810278197812875
1962,scifi,5.923076923076923,13,5.233581868131868
1962,sports,7.133333333333333,3,7.123333333333333
1962,thriller,7.014285714285715,21,6.5928834269179095
